,Des Feature assort,Des Cluster,Des Avg shortest path,Des Degree,Feature assort,Cluster,Avg shortest path,Avg Degree,Connected components
0,0.3,0.1,3.0,5.0,0.10476960239165185,0.11468872232421352,3.2592224448897795,5.896,1.0
